gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype	q_val	zscore
Ccnl2	0.000235333756683297	-0.0375782203724209	0.348	0.368	1	Astrocytes	0.017749596032921	-2.72474219496032
Tnrc6b	0.000244484350562837	-0.0339313727703953	0.499	0.523	1	Astrocytes	0.018162592240289	-2.44579706002495
Cdh7	0.000244597074352574	0.0148857339631885	0.018	0.012	1	Astrocytes	0.018162592240289	1.28819347398876
Hscb	0.000244840493924102	-0.023826094798045	0.052	0.067	1	Astrocytes	0.018162592240289	-1.67285054973177
LOC499643	0.000245440435679581	0.0102088990223895	0.031	0.024	1	Astrocytes	0.018162592240289	0.930465239634509
Slc6a1	0.000250779412789832	-0.034462778670708	0.275	0.296	1	Astrocytes	0.0184705513044455	-2.4864439712054
Ldha	0.000252852909243506	-0.0512352725103095	0.261	0.284	1	Astrocytes	0.0185362450477202	-3.76936173138044
AABR07004228.1	0.000256544668493853	-0.0351892388145166	0.262	0.286	1	Astrocytes	0.0186541902094068	-2.54201046176215
Gpbp1l1	0.000256839946789385	-0.0260956797406337	0.148	0.17	1	Astrocytes	0.0186541902094068	-1.84644970910055
Spred1	0.000266553669862716	-0.0376512591176337	0.328	0.356	1	Astrocytes	0.0192704791373562	-2.73032888375631
Sptan1	0.000271010248787146	-0.0311288621166224	0.348	0.372	1	Astrocytes	0.0195027925824438	-2.23143474007489
Usp54	0.000274143306749558	0.0824937817234863	0.483	0.437	1	Astrocytes	0.0196381744122697	6.4594915547582
Cab39l	0.000276176766587171	-0.0269140700199132	0.096	0.113	1	Astrocytes	0.0196939141555434	-1.9090478793001
Mfsd2a	0.000284930564493629	0.0136057007998469	0.105	0.097	1	Astrocytes	0.0200905610332728	1.1902845229068
Ccng1	0.00028511863700386	0.0106565108479245	0.074	0.066	1	Astrocytes	0.0200905610332728	0.964702793461321
Mxi1	0.000285581024376583	-0.0556579846747181	0.3	0.331	1	Astrocytes	0.0200905610332728	-4.10765227052884
Frem2	0.000296046837485026	-0.0199916160615823	0.091	0.105	1	Astrocytes	0.0207338517252906	-1.37955362447629
Niban2	0.000303019137054673	-0.0221368245842975	0.04	0.055	1	Astrocytes	0.0210888895238253	-1.54363930782125
Zfpm2	0.000303804757291211	-0.0312464448846781	0.479	0.501	1	Astrocytes	0.0210888895238253	-2.24042857384056
Slc16a10	0.000308412707744038	0.00750626019800263	0.006	0.002	1	Astrocytes	0.0213144429915792	0.723742054620843
Ncan	0.000309985514292112	-0.0424387184879922	0.189	0.214	1	Astrocytes	0.0213291787202397	-3.09651871283513
Gigyf1	0.00031770587890329	-0.0132064793484867	0.034	0.042	1	Astrocytes	0.0217649337477503	-0.86056268146618
AABR07043525.1	0.00032238423388679	-0.00864241074525444	0.003	0.008	1	Astrocytes	0.0219894080922433	-0.511459875065443
Fam120b	0.000329738481161189	-0.0188162244071165	0.12	0.131	1	Astrocytes	0.0223014968022882	-1.28964863818765
Rps29	0.00032980285939131	0.0237843922045599	0.153	0.139	1	Astrocytes	0.0223014968022882	1.96884638158611
Frs2	0.000340509210590924	-0.0291191461968984	0.13	0.151	1	Astrocytes	0.0229266459045082	-2.07771280277819
Atp5mc1	0.000348575299568022	0.00469493679083333	0.372	0.37	1	Astrocytes	0.0233694414513809	0.508705652572059
Lamb1	0.000353735458897837	0.0109069602348754	0.015	0.008	1	Astrocytes	0.0235204055592577	0.98385951336338
Cdo1	0.000353825580825141	-0.022407176521784	0.062	0.077	1	Astrocytes	0.0235204055592577	-1.56431836159919
Gstz1	0.000373684662373018	-0.0275317381124653	0.084	0.104	1	Astrocytes	0.0246031325144561	-1.9562929326241
Ptprt	0.000375012898250714	0.0493630533029892	0.366	0.342	1	Astrocytes	0.0246031325144561	3.92534247086731
Paqr8	0.00037554689432998	0.0526344647514642	0.134	0.102	1	Astrocytes	0.0246031325144561	4.1755707248303
Pc	0.000376386524953434	-0.0253343705184444	0.164	0.186	1	Astrocytes	0.0246031325144561	-1.78821763392604
Ak3	0.000381049701905434	-0.0360095663895773	0.267	0.287	1	Astrocytes	0.0247605996403178	-2.60475681452705
Dhx40	0.000381952136216019	-0.0268245043863259	0.103	0.12	1	Astrocytes	0.0247605996403178	-1.90219705895523
Nrn1	0.000390835776751721	-0.0177150715326877	0.032	0.043	1	Astrocytes	0.0252322290768765	-1.20542213062221
Slc13a5	0.000393007879682983	-0.0219181577766662	0.057	0.071	1	Astrocytes	0.025268473837978	-1.52691361790574
Ndufc1	0.000394940071490948	0.0128516069882356	0.08	0.073	1	Astrocytes	0.0252890605777551	1.13260435005916
Tpi1	0.00041010442594832	-0.016018461164463	0.029	0.039	1	Astrocytes	0.0261224283959201	-1.07564944480053
Tubb2b	0.000411285046774112	-0.0579325938131272	0.217	0.248	1	Astrocytes	0.0261224283959201	-4.28163572755247
Gba2	0.000413810423883726	-0.0276302542880963	0.088	0.105	1	Astrocytes	0.0261768464914834	-1.96382837443677
Il12rb2	0.000425290349190959	0.0121022019320384	0.047	0.042	1	Astrocytes	0.0267949999924007	1.07528281723556
Spidr	0.0004292047956388	-0.0217538853313428	0.099	0.111	1	Astrocytes	0.0269240592432092	-1.51434851938025
Srebf2	0.000430771218131406	-0.0264718966670961	0.279	0.292	1	Astrocytes	0.0269240592432092	-1.87522631091378
Eva1a	0.000434476865752142	0.0339468265018648	0.213	0.195	1	Astrocytes	0.0270479090076175	2.74616474409708
Sat1	0.000444970326279784	-0.0937646263626224	0.553	0.598	1	Astrocytes	0.027591677781333	-7.02240590642587
Cdc42ep4	0.000449576421686669	-0.053581010317391	0.234	0.269	1	Astrocytes	0.0277675389898443	-3.94878577661773
Plcd4	0.000454341855123442	0.0492262572000936	0.317	0.285	1	Astrocytes	0.0279518236203002	3.91487902091134
Fam20a	0.000469269313283816	-0.0200844443988278	0.026	0.038	1	Astrocytes	0.0287574101046739	-1.38665400702158
Fnbp1l	0.00047131478068953	0.0199114108001337	0.138	0.127	1	Astrocytes	0.0287703746282387	1.67260441088796
Camk2g	0.000473322970584569	0.124713038868568	0.789	0.759	1	Astrocytes	0.0287809719477935	9.68881662298008
Actg1	0.000477827821029904	0.00365858406026993	0.004	0.001	1	Astrocytes	0.0288547796886747	0.429435668241734
Insyn2a	0.000478559380734081	-0.00405958283392957	0.125	0.124	1	Astrocytes	0.0288547796886747	-0.160922180701666
Dpf2	0.000480054659532387	-0.0143838460961297	0.049	0.059	1	Astrocytes	0.0288547796886747	-0.950618741419791
Pdzrn3	0.000493760680739368	-0.0255063223807588	0.563	0.582	1	Astrocytes	0.0295337846605594	-1.80137012634416
LOC100359907	0.000495129038480866	-0.00443944954249683	0.005	0.008	1	Astrocytes	0.0295337846605594	-0.189977952108153
Mapk10	0.000496998925955359	0.0841247251336322	0.235	0.195	1	Astrocytes	0.0295337846605594	6.58424141525756
Pnisr	0.000500260186094004	-0.00936056710662703	0.487	0.49	1	Astrocytes	0.029615403016765	-0.56639121439986
Rpl11	0.000504157540863178	0.00686127982290324	0.189	0.183	1	Astrocytes	0.0297339229363216	0.674407901566891
Ikbke	0.000512686992033902	-0.0112388465809483	0.025	0.033	1	Astrocytes	0.030123721089992	-0.710059658652886
Tor1aip2.1	0.000518483761370014	-0.0222031551990023	0.039	0.053	1	Astrocytes	0.0303506464491522	-1.54871289583159
Wnt9a	0.00052208317658919	-0.00855976133822696	0.004	0.009	1	Astrocytes	0.0304477355923093	-0.50513807264551
Mdm2	0.000538928645053378	-0.0251757886132948	0.113	0.131	1	Astrocytes	0.03131375030962	-1.77608780132604
Mia2	0.000546501079061685	-0.0307125658148284	0.175	0.195	1	Astrocytes	0.0315860140741128	-2.19959249144006
Vamp3	0.00054764124350833	-0.0345309941551309	0.07	0.093	1	Astrocytes	0.0315860140741128	-2.49166173174369
Miga1	0.000559348015713724	-0.0185362328085898	0.065	0.075	1	Astrocytes	0.0320441231499158	-1.2682322526528
Elovl4	0.000559669157513827	-0.0146108873206405	0.069	0.08	1	Astrocytes	0.0320441231499158	-0.967984985342866
Mat2b	0.000571560574553702	-0.037117353754487	0.127	0.152	1	Astrocytes	0.0326059719767217	-2.68949079019765
Arhgap42	0.000582753322242556	-0.0256911823149714	0.2	0.218	1	Astrocytes	0.032860524858094	-1.81550994925983
Spp1	0.000584619421966633	0.00776373104122744	0.011	0.006	1	Astrocytes	0.032860524858094	0.743435841404085
RT1-Db2	0.000585393171592871	0.00624788944446693	0.005	0.001	1	Astrocytes	0.032860524858094	0.627490047970284
Mt-nd4	0.000586054184889511	-0.0472666008659932	0.415	0.407	1	Astrocytes	0.032860524858094	-3.46580047296012
Tril	0.000587656348522509	-0.0499738252435591	0.389	0.416	1	Astrocytes	0.032860524858094	-3.6728744041222
Mt-co2	0.000588590482223637	-0.0451733917427064	0.624	0.611	1	Astrocytes	0.032860524858094	-3.30569219176436
Fasn	0.000617072231142474	-0.0287093402764527	0.079	0.1	1	Astrocytes	0.0342775535296401	-2.04636699942942
Ccdc77	0.000618341895008169	0.0101395616737088	0.069	0.063	1	Astrocytes	0.0342775535296401	0.925161668387645
Rbm33	0.000631489172856184	-0.0194335295646301	0.113	0.129	1	Astrocytes	0.0348831061400275	-1.3368659308333
Mrpl21	0.000637904337957032	0.0127460398950883	0.062	0.054	1	Astrocytes	0.034998307142847	1.12452958789297
Atg9a	0.000638036450972351	-0.0375158897904654	0.119	0.147	1	Astrocytes	0.034998307142847	-2.71997456700007
Hsd11b1	0.000650348376384145	-0.0699247291681082	0.311	0.35	1	Astrocytes	0.0354321006142143	-5.19890680104083
Rnls	0.000650461816477163	-0.0242053470990518	0.095	0.111	1	Astrocytes	0.0354321006142143	-1.70185932548103
Smlr1	0.00065660373761459	0.0084334335857796	0.016	0.01	1	Astrocytes	0.0356429046217913	0.794660978026988
Dnase1l1	0.000666045745529499	-0.0247633553311131	0.08	0.098	1	Astrocytes	0.0360307781236786	-1.74454103269055
Lsamp	0.000670827933282535	-0.0172377653806794	0.827	0.844	1	Astrocytes	0.0361647718808811	-1.16891327598746
Scarb1	0.000675151758459987	-0.0234424168574104	0.124	0.141	1	Astrocytes	0.036189832302478	-1.64350325952348
Ccdc9b	0.000675906480407066	-0.00357337469356527	0.001	0.003	1	Astrocytes	0.036189832302478	-0.123732418440894
Smarcd2	0.000683398512376964	0.0277222819912867	0.159	0.144	1	Astrocytes	0.0364665165379926	2.27005315461085
Cox7b	0.000687825458464617	0.0168900511011961	0.313	0.3	1	Astrocytes	0.0365675424007864	1.44150246178531
Cartpt	0.000689953630203516	0.0145859412264637	0.032	0.024	1	Astrocytes	0.0365675424007864	1.2652625115455
Slc25a5	0.000693473197933223	-0.00584449064460024	0.383	0.395	1	Astrocytes	0.0366303283810653	-0.297448683706121
Pygb	0.000698635534118982	-0.0385964322430629	0.252	0.273	1	Astrocytes	0.0367791753666396	-2.80262459604867
Srsf7	0.000703025137039258	-0.0247467602957687	0.334	0.353	1	Astrocytes	0.0368864827754912	-1.74327168862176
Errfi1	0.000711192547021954	0.020949346487288	0.095	0.08	1	Astrocytes	0.0371906289256014	1.75199547459643
Uqcr11	0.000721182259292262	0.013718407612028	0.466	0.449	1	Astrocytes	0.0375877318397907	1.1989053978001
Ncoa1	0.000726078516402829	-0.037299664033563	0.612	0.623	1	Astrocytes	0.0377176151169787	-2.7034355915567
Foxp4	0.00074135125253248	-0.0114414229762017	0.037	0.044	1	Astrocytes	0.0383838892730348	-0.725554602800619
Gng8	0.000759383834244211	0.0097407195120768	0.022	0.016	1	Astrocytes	0.0391882026040236	0.894654476221852
Myo5c	0.00076519958296413	0.00993088965618243	0.009	0.003	1	Astrocytes	0.0393588559263648	0.909200473833258
Mmd2	0.00077008107621659	-0.0587253527001883	0.589	0.606	1	Astrocytes	0.0394804964826335	-4.34227336829174
Hbb	0.000787404475690991	0.0346117223179461	0.062	0.053	1	Astrocytes	0.0402371381584373	2.79702221700923
AABR07043564.1	0.000792052377175581	-0.0186582132090011	0.025	0.038	1	Astrocytes	0.0402469398076185	-1.27756245861844
Tsc22d1	0.000793438585150097	0.0348355196830982	0.361	0.342	1	Astrocytes	0.0402469398076185	2.81414034012078
Cxcl16	0.000795292665754827	0.0050142468891836	0.004	0	1	Astrocytes	0.0402469398076185	0.533129486027856
LOC679894	0.000805157490391035	-0.0491042201096912	0.209	0.236	1	Astrocytes	0.0405365662865271	-3.60635884112677
Dnm1	0.000806183623240468	-0.00427275499061464	0.209	0.21	1	Astrocytes	0.0405365662865271	-0.177227588138476
Sf3b5	0.000828514427044308	0.00620724847868659	0.108	0.102	1	Astrocytes	0.0415164959801899	0.624381445439922
Sept11	0.000832463682821749	-0.039897237586616	0.22	0.244	1	Astrocytes	0.0415164959801899	-2.9021223984467
RGD1359290	0.000836229534339522	0.019401308149672	0.237	0.223	1	Astrocytes	0.0415164959801899	1.63358697221438
RGD1562402	0.000836257823160378	0.0140499572989571	0.176	0.166	1	Astrocytes	0.0415164959801899	1.22426542987461
Rhbdf1	0.000841633381742662	-0.0197615186033063	0.039	0.051	1	Astrocytes	0.041651559914129	-1.36195361110819
LOC685680	0.000845262800673794	-0.00877561166830361	0.013	0.019	1	Astrocytes	0.0416996314999072	-0.521648331921394
Als2cl	0.000849814899073071	-0.00994228571868134	0.01	0.017	1	Astrocytes	0.0417927778578631	-0.610886514023508
Myh14	0.000852482322629684	-0.020875732072505	0.075	0.09	1	Astrocytes	0.0417929458669203	-1.44717911555203
Arfip2	0.000864930960481452	-0.0139115260809188	0.096	0.104	1	Astrocytes	0.0422711430156792	-0.914491273328582
Tbc1d4	0.000881933187936739	0.0101770228171154	0.012	0.007	1	Astrocytes	0.0428879037250087	0.92802704825616
NEWGENE-6497122	0.000883018415551875	0.00894695051250568	0.017	0.011	1	Astrocytes	0.0428879037250087	0.833939572596622
Ccdc28b	0.000905118575492263	-0.0289940002954509	0.101	0.118	1	Astrocytes	0.0438256179392673	-2.06814046958102
Sirpa	0.000913709028404914	-0.0402305117371693	0.265	0.286	1	Astrocytes	0.044000670145534	-2.92761433368549
Rtel1	0.000914343349531112	-0.0262186091218617	0.04	0.058	1	Astrocytes	0.044000670145534	-1.85585250202645
Ndufb10	0.000938016657273205	0.0103616173193027	0.227	0.219	1	Astrocytes	0.045001851129364	0.942146568439116
Tnfsf13	0.000946014305186765	-0.0372844541735898	0.077	0.102	1	Astrocytes	0.0452471720114938	-2.70227219870194
LOC100364769	0.000958184621432618	0.00691729174993382	0.033	0.027	1	Astrocytes	0.0456899706414435	0.678692219489817
Dusp10	0.000962734355931039	-0.0118964373976691	0.022	0.029	1	Astrocytes	0.0457678078055944	-0.760358376647178
Tspan5	0.000976579259753453	0.0559890284021887	0.251	0.217	1	Astrocytes	0.0462857263655957	4.43215923971118
Acly	0.000980698524741962	-0.0267928807219522	0.158	0.175	1	Astrocytes	0.0463409592052768	-1.89977818427537
Ybx1-ps3	0.00099843722246177	0.00929925127268862	0.055	0.048	1	Astrocytes	0.0470374869248656	0.860886841528968
Kitlg	0.0010018456613343	0.0159255611710367	0.021	0.014	1	Astrocytes	0.0470567507036302	1.36772921895424
Pkd1l3	0.00101956757200689	0.00775190597299931	0.008	0.003	1	Astrocytes	0.0477461972228182	0.742531349192597
LOC103693780	0.00103644938438596	-0.0153799608992676	0.255	0.264	1	Astrocytes	0.0483923153043064	-1.02681095137616
Pigt	0.00104152533577454	-0.0262693072724127	0.126	0.14	1	Astrocytes	0.0484850132570652	-1.85973037244762
Cyp51	0.0010468881495985	-0.0538818154965504	0.163	0.199	1	Astrocytes	0.0485904771920156	-3.97179418016146
Pde4b	0.00105436938138918	-0.0485231230929232	0.33	0.364	1	Astrocytes	0.0487933535552609	-3.56191108694509
Adgrg1	0.00107880184732599	-0.0404440752153729	0.507	0.535	1	Astrocytes	0.0497771864142651	-2.94394967306509
Tfap4	0.00108515673070033	-0.00644523059645011	0.009	0.013	1	Astrocytes	0.0499235741678205	-0.343398913936952
Slc1a2	0.00109457962546208	-0.0290444957316207	0.732	0.746	1	Astrocytes	0.0502098396615471	-2.07200283450359
AC094217.1	0.00110194667514601	0.0137979828471207	0.145	0.134	1	Astrocytes	0.0504004065297102	1.20499205869543
Cep120	0.0011111934164963	-0.0253139610843789	0.082	0.096	1	Astrocytes	0.0506755881337034	-1.78665652884005
Htr2b	0.00114802327992085	-0.0251391608441426	0.047	0.064	1	Astrocytes	0.0522034470011545	-1.77328616574279
Pde4dip	0.00116221975949	-0.0269011054206157	0.232	0.257	1	Astrocytes	0.0526962531412691	-1.90805622505647
Isoc2b	0.00116748867468115	-0.0200608717396759	0.085	0.097	1	Astrocytes	0.0527826003700227	-1.38485094879007
Kcng4	0.00117310316365412	-0.0183442811004855	0.046	0.057	1	Astrocytes	0.0528840299753041	-1.25354998430452
Notch1	0.00118509364658294	-0.0279636225954292	0.276	0.289	1	Astrocytes	0.0532294136230256	-1.98932751166984
Clta	0.00118755066089106	0.00813487866165025	0.323	0.316	1	Astrocytes	0.0532294136230256	0.771824695109483
Wdr83os	0.00119358786823342	0.013455939694399	0.124	0.119	1	Astrocytes	0.0533475968001308	1.17882938786249
Ptch2	0.00119859899687525	-0.0242956694106584	0.038	0.051	1	Astrocytes	0.0534193780198265	-1.7087680236632
Nsmaf	0.00120897367822541	-0.0221156731568846	0.09	0.106	1	Astrocytes	0.0537291191614737	-1.5420214481195
Dnajb14	0.00122457469153222	-0.0122588663200587	0.4	0.413	1	Astrocytes	0.0542687224880154	-0.788080342490855
Atf2	0.00123070916666445	-0.0302511147143223	0.218	0.241	1	Astrocytes	0.0543869448074138	-2.16429637996415
Abcg3l3	0.00124124555589589	0.00410211882253814	0.061	0.058	1	Astrocytes	0.0546984839350975	0.463361370001445
Cx3cl1	0.0012476182103658	-0.0178858237117983	0.103	0.111	1	Astrocytes	0.0548253066784837	-1.21848286000834
Tti1	0.00125932969814663	-0.0209178026401207	0.077	0.092	1	Astrocytes	0.0551853751523026	-1.4503970674494
Med31	0.0012917598037802	-0.0385064962266602	0.113	0.137	1	Astrocytes	0.0564488239601776	-2.79574544534956
Ndufa4	0.00130322990756554	-0.00947184383505084	0.553	0.561	1	Astrocytes	0.056791863305245	-0.574902703064236
Nudt6	0.00132879349179474	-0.0140537266266547	0.023	0.032	1	Astrocytes	0.0577454634328972	-0.925368105800592
Tspan12	0.00133314030051171	-0.0417913377671779	0.225	0.252	1	Astrocytes	0.057774323299524	-3.04700095881059
Igsf11	0.00134558936181553	0.0499015040246427	0.804	0.788	1	Astrocytes	0.0581531843200056	3.96652823610857
Tmod2	0.0013892067301563	0.0377684387114745	0.125	0.104	1	Astrocytes	0.0596687235991397	3.03847751661002
Pcdh7	0.00139096949674326	-0.026603580501488	0.16	0.179	1	Astrocytes	0.0596687235991397	-1.8852987265894
Fgfbp3	0.00139206736596667	-0.0198989901400141	0.023	0.037	1	Astrocytes	0.0596687235991397	-1.37246872458193
Dnm3	0.00140983544834405	0.0410916397491343	0.077	0.065	1	Astrocytes	0.0601771398242753	3.29266712446545
Plekhh3	0.00141243011607242	0.008064232979747	0.017	0.012	1	Astrocytes	0.0601771398242753	0.766421050257376
Fxyd7	0.00141663430872802	-0.0311372767675809	0.122	0.14	1	Astrocytes	0.0601771398242753	-2.23207837156246
Hs6st2	0.00141927216566687	0.0283168251520986	0.028	0.02	1	Astrocytes	0.0601771398242753	2.31552939609828
Rnpc3	0.00142745425913162	-0.0237520772032406	0.185	0.203	1	Astrocytes	0.0603609229575656	-1.66718898933126
AABR07031612.1	0.00146208717644264	0.010827983148014	0.014	0.009	1	Astrocytes	0.0615559138484358	0.977818604459175
Rpusd1	0.00146498851305361	-0.0105658652109632	0.025	0.033	1	Astrocytes	0.0615559138484358	-0.658583726684898
Stxbp1	0.00146894615860577	-0.011053335853678	0.178	0.181	1	Astrocytes	0.0615559138484358	-0.695870056975637
MGC94207	0.00147328713098133	0.00475304131827107	0.007	0.004	1	Astrocytes	0.0615559138484358	0.513150032215857
Fkbp8	0.00147533296832049	-0.0237369351021025	0.181	0.197	1	Astrocytes	0.0615559138484358	-1.66603077930822
Klf7	0.00150335766493956	-0.0130924940045336	0.088	0.099	1	Astrocytes	0.0625588197548324	-0.8518440124623
Itfg1	0.00151177838961782	-0.0375279858159961	0.332	0.35	1	Astrocytes	0.0627023525521614	-2.72089978456934
Psap	0.00151480058753628	-0.0536766555261821	0.68	0.697	1	Astrocytes	0.0627023525521614	-3.95610161993878
Gabra2	0.00152142723589392	-0.0495686884582303	0.37	0.409	1	Astrocytes	0.0628109223071153	-3.64188574005298
RGD1308147	0.00152940419327857	0.0104154901377358	0.044	0.036	1	Astrocytes	0.0629745222681213	0.946267267258234
Myo10	0.00154529582194251	-0.0384862125032419	0.189	0.213	1	Astrocytes	0.0634623059021835	-2.79419395579383
Polr2b	0.00156243372720408	-0.0227792710044582	0.091	0.107	1	Astrocytes	0.0639528924710496	-1.59277964021708
Tbck	0.00156915041768727	-0.0205420456625346	0.099	0.114	1	Astrocytes	0.0639528924710496	-1.42165564684344
Ppp2r5a	0.00156947116275842	-0.0236056779145078	0.285	0.296	1	Astrocytes	0.0639528924710496	-1.65599099758427
Pkia	0.00158170570637251	0.0166268858850999	0.039	0.029	1	Astrocytes	0.0642844536828289	1.42137311591589
Gabrg2	0.00158641774703415	0.016261552688637	0.112	0.1	1	Astrocytes	0.0643093581795136	1.39342900393075
Kdm4c	0.00159835791502696	-0.0306636456721597	0.283	0.302	1	Astrocytes	0.0646263891003684	-2.19585061975061
