gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype	q_val	zscore
Kdm2b	0.389933609676973	-0.0111698366295392	0.244	0.253	1	Nos1+	0.85818405586183	-0.258718847688162
Tmem79	0.390020942786507	0.00359260191221441	0.004	0.002	1	Nos1+	0.858250988811289	0.293654295400034
Tmem30c	0.390261780534073	-0.00278602283083722	0.005	0.007	1	Nos1+	0.858481269338874	0.0549822773635732
Alpl	0.390332074782057	-0.00474128565588437	0.038	0.039	1	Nos1+	0.858481269338874	-0.0181787162744402
Cdk12	0.390332271068295	-0.028488996135132	0.466	0.481	1	Nos1+	0.858481269338874	-0.906758027982943
Nxph3	0.390356753483425	0.0180750716240744	0.112	0.097	1	Nos1+	0.858481269338874	0.835551712401536
AABR07032520.1	0.390445363407133	-0.00146432727217596	0.002	0.003	1	Nos1+	0.858481269338874	0.104436785023573
Letm1	0.39046720686603	-0.0161689368935112	0.078	0.091	1	Nos1+	0.858481269338874	-0.445772546005894
Plagl2	0.390741194049254	-0.0123572065199826	0.032	0.041	1	Nos1+	0.858822972514047	-0.303147228306815
Wdhd1	0.390750971229298	-0.0154933597138101	0.052	0.058	1	Nos1+	0.858822972514047	-0.420494155237682
Arpp21	0.390840758293363	-0.0219664380748374	0.816	0.842	1	Nos1+	0.858822972514047	-0.662700388958747
AABR07028469.2	0.390926111343913	0.00530208256047782	0.009	0.005	1	Nos1+	0.858822972514047	0.357618741115351
Tmem164	0.391006306157556	0.00215116428138143	0.141	0.147	1	Nos1+	0.858822972514047	0.239719342007555
AABR07066830.1	0.391063183293201	-0.0215831501167499	0.061	0.073	1	Nos1+	0.858822972514047	-0.648358722199707
Pitpnb	0.391122217787395	-0.00211177647985211	0.127	0.126	1	Nos1+	0.858822972514047	0.0802108718844585
Tchp	0.391258230165129	-0.0104571299652403	0.043	0.049	1	Nos1+	0.858822972514047	-0.2320511654387
Ust	0.391314844437957	0.0183706760370326	0.075	0.058	1	Nos1+	0.858822972514047	0.84661248249278
Vwa3a	0.391419130725602	-0.0353129966379913	0.253	0.288	1	Nos1+	0.858822972514047	-1.16209488141258
Synpo2l	0.391427080026074	0.00708942478631916	0.019	0.014	1	Nos1+	0.858822972514047	0.424496570294443
AABR07039336.1	0.391441643688868	-0.00328861837812	0.214	0.221	1	Nos1+	0.858822972514047	0.0361764221270207
Yae1	0.391475132265195	0.0131384694591245	0.06	0.049	1	Nos1+	0.858822972514047	0.650836535006091
Lin28a	0.391487864284507	0.00897891080409283	0.014	0.008	1	Nos1+	0.858822972514047	0.495196362033244
Zbtb12	0.391507428968611	0.0111149071853208	0.049	0.041	1	Nos1+	0.858822972514047	0.575119948599705
AABR07037607.1	0.391597164010667	0.000399620068356832	0.002	0.002	1	Nos1+	0.858822972514047	0.174180984000518
Serpine3	0.391633834196997	-0.000791891909493015	0.011	0.012	1	Nos1+	0.858822972514047	0.129597616938861
Pkp1	0.391647881616036	0.00279141339755923	0.005	0.003	1	Nos1+	0.858822972514047	0.263675845918633
Lamb2	0.391726156951044	-0.00159855422547738	0.001	0.003	1	Nos1+	0.858869709831008	0.0994143516449306
Tubb4a	0.391929403599512	0.00517817320329517	0.437	0.429	1	Nos1+	0.85919039655037	0.352982366109187
Clock	0.392185945772045	-0.0217401651836814	0.316	0.334	1	Nos1+	0.859471011045446	-0.654233829201023
Mtf2	0.392205083865977	-0.0291607150604747	0.246	0.266	1	Nos1+	0.859471011045446	-0.931892052623515
Stap1	0.392228414047202	0.00620004309250003	0.014	0.01	1	Nos1+	0.859471011045446	0.391218154927599
Rspo1	0.392383497454757	-0.00974971015475316	0.033	0.04	1	Nos1+	0.859478209830741	-0.205581303898114
Maged2	0.39240147886854	0.0157673158583167	0.118	0.104	1	Nos1+	0.859478209830741	0.749201323730582
Cnbd1	0.392402705695372	-0.00459311130047847	0.016	0.019	1	Nos1+	0.859478209830741	-0.0126344063564595
Kank2	0.392578638303027	-0.00159855422547738	0.001	0.003	1	Nos1+	0.859738664972119	0.0994143516449306
Nsfl1c	0.392666458018397	-0.0250609821484371	0.263	0.268	1	Nos1+	0.859806107174178	-0.778490407763877
Kif3b	0.392746776323452	0.0228064008107086	0.305	0.286	1	Nos1+	0.859857106636418	1.01258609370746
Orc4	0.39291695867247	0.0258360497219398	0.195	0.176	1	Nos1+	0.860018049376012	1.12594789953766
Rabl2	0.392934364116683	0.030512550024793	0.133	0.111	1	Nos1+	0.860018049376012	1.30093072257423
Mpnd	0.393008177265158	0.0043894111166775	0.035	0.032	1	Nos1+	0.860054760058643	0.323468882161294
Rbm27	0.393108765536718	-0.00869632528161723	0.221	0.239	1	Nos1+	0.86009353909653	-0.166166304024621
Ccdc50	0.393139983515936	0.0186156781673471	0.283	0.277	1	Nos1+	0.86009353909653	0.855779843047905
Lrp5	0.39321567150293	-0.00889747630396938	0.017	0.021	1	Nos1+	0.8601343239404	-0.173692866938858
Tmx3	0.39334937529493	0.0119148066647426	0.174	0.166	1	Nos1+	0.8601896998904	0.60505016564028
Mrpl12	0.393371124262457	0.0339654381494173	0.194	0.179	1	Nos1+	0.8601896998904	1.43012907017352
Anln	0.393461591243692	0.00146473273459427	0.003	0.002	1	Nos1+	0.8601896998904	0.214034808253779
Slc25a21	0.393469184251498	0.011027022149024	0.019	0.012	1	Nos1+	0.8601896998904	0.571831512641623
Fkbp14	0.393717864926786	0.0132400365106736	0.023	0.014	1	Nos1+	0.860608577466814	0.65463691739818
Fam133b	0.39390711587782	-0.0244724013533778	0.188	0.206	1	Nos1+	0.86067604397185	-0.756467201854588
Lamb1	0.393919698906021	-0.0130090605618628	0.069	0.074	1	Nos1+	0.86067604397185	-0.327537959210094
Clcnka	0.393919974761224	-0.00319062800349775	0.003	0.005	1	Nos1+	0.86067604397185	0.0398429743073661
Syk	0.394269965006554	0.00146473273459427	0.003	0.002	1	Nos1+	0.861315927610667	0.214034808253779
Ankrd11	0.394374612194012	-0.0408527187857318	0.44	0.445	1	Nos1+	0.861419730937464	-1.36937728437927
Ccl22	0.394510085398097	-0.00278602283083722	0.005	0.007	1	Nos1+	0.861590826713863	0.0549822773635732
Ulk4	0.394692876557848	0.0672812614647555	0.428	0.387	1	Nos1+	0.861653983466271	2.67672298399165
Ddn	0.394735758610054	0.0119070910124509	0.12	0.118	1	Nos1+	0.861653983466271	0.604761465430265
Rnf25	0.394770292397848	-0.022193948962417	0.124	0.137	1	Nos1+	0.861653983466271	-0.67121327141402
Radil	0.394933200827789	-0.0297473433940519	0.179	0.207	1	Nos1+	0.861653983466271	-0.953842202358339
LOC102555534	0.394985019181948	0.00396308748678664	0.012	0.009	1	Nos1+	0.861653983466271	0.307516929321692
Mtrf1l	0.395074464670996	0.0182831756788649	0.091	0.077	1	Nos1+	0.861653983466271	0.843338440218143
AABR07053500.2	0.3952303798408	0.00617450671921632	0.118	0.111	1	Nos1+	0.861653983466271	0.390262648373997
Galnt6	0.395246803330599	0.00504392928479055	0.007	0.004	1	Nos1+	0.861653983466271	0.347959297935515
Mdh1b	0.395260724791978	-0.00213118715292338	0.11	0.115	1	Nos1+	0.861653983466271	0.0794845735521397
Kif28p	0.395283729382656	-0.00724279073561127	0.009	0.015	1	Nos1+	0.861653983466271	-0.111778714637292
Cd247	0.395358737874156	-0.00239539864420741	0.002	0.004	1	Nos1+	0.861653983466271	0.0695984472547941
Qsox1	0.395369326398497	0.0151775279034977	0.107	0.094	1	Nos1+	0.861653983466271	0.72713294895378
LOC680254	0.395381521488362	0.0083851604277092	0.038	0.031	1	Nos1+	0.861653983466271	0.472979723455194
Cap1	0.395389916856563	0.0193462516617267	0.2	0.188	1	Nos1+	0.861653983466271	0.883116056926527
Cbfa2t3	0.395396200530782	-0.00813297197260782	0.03	0.034	1	Nos1+	0.861653983466271	-0.145087046889255
Ntm	0.395485343593523	-0.0367581296267299	0.557	0.576	1	Nos1+	0.861723700968662	-1.2161681057591
Proser1	0.395759072052495	-0.00932688846453897	0.093	0.098	1	Nos1+	0.862074794228779	-0.189760384791227
Sdc3	0.395811325529755	-0.0186871694073672	0.312	0.341	1	Nos1+	0.862074794228779	-0.53999844268084
Ddx10	0.39589306429699	-0.0305544455358792	0.259	0.284	1	Nos1+	0.862074794228779	-0.984041924823799
Mamstr	0.396010851145622	-0.00146432727217596	0.002	0.003	1	Nos1+	0.862074794228779	0.104436785023573
Synpo	0.396041477798029	-0.0156575602906081	0.195	0.208	1	Nos1+	0.862074794228779	-0.426638125859221
AABR07025089.1	0.396113421297476	0.00527494204067406	0.013	0.01	1	Nos1+	0.862074794228779	0.356603211452915
AABR07027137.1	0.396197136890737	-0.00477626162494188	0.004	0.008	1	Nos1+	0.862074794228779	-0.0194874286464652
Cp	0.396220749999718	0.00501807476662465	0.064	0.057	1	Nos1+	0.862074794228779	0.346991887204427
Myo1e	0.39622758323571	-0.00133028597796997	0.003	0.003	1	Nos1+	0.862074794228779	0.109452271508056
Ust5r	0.396242568650487	-0.00157413549811054	0.017	0.018	1	Nos1+	0.862074794228779	0.100328038712801
Cdh3	0.396275394535062	-0.00504857422408015	0.003	0.006	1	Nos1+	0.862074794228779	-0.0296766779268659
Zfp496	0.396459722415231	-0.00746245419948211	0.033	0.039	1	Nos1+	0.862285022881231	-0.119997966329131
Pglyrp1	0.396610260994897	-0.00173296722445551	0.001	0.002	1	Nos1+	0.862285022881231	0.0943849569072344
Dbndd2	0.396709550440842	-0.0176038184709184	0.152	0.159	1	Nos1+	0.862285022881231	-0.49946218844742
Riok2	0.396791614262886	-0.00611497451136168	0.064	0.067	1	Nos1+	0.862285022881231	-0.0695786817055642
Apmap	0.396809766284942	-0.0149692880227726	0.152	0.159	1	Nos1+	0.862285022881231	-0.400884716975625
Prss23	0.396848827091746	-0.00916901872513273	0.027	0.036	1	Nos1+	0.862285022881231	-0.183853298105805
Sgsm2	0.396988673778216	-0.0231990980073106	0.239	0.253	1	Nos1+	0.862285022881231	-0.708823408494666
Cuta	0.396997814477492	0.0266160957214184	0.191	0.176	1	Nos1+	0.862285022881231	1.15513524953181
Zfp46	0.397057488712814	-0.00830928166470257	0.024	0.03	1	Nos1+	0.862285022881231	-0.151684110003445
Rad9a	0.397074306601588	-0.00407782776780229	0.013	0.016	1	Nos1+	0.862285022881231	0.00664620122885883
Actg2	0.397106995297024	-0.0018579462205824	0.005	0.006	1	Nos1+	0.862285022881231	0.089708558714933
Slc14a2	0.397221219552022	0.00159678493432958	0.004	0.003	1	Nos1+	0.862285022881231	0.218975867849942
Adsl	0.397251564979908	-0.0149692880227726	0.147	0.158	1	Nos1+	0.862285022881231	-0.400884716975625
Osbp	0.397320609398587	-0.010382018527121	0.144	0.158	1	Nos1+	0.862285022881231	-0.229240685243407
Pitpnm2	0.397409378051686	-0.0150981091528685	0.218	0.235	1	Nos1+	0.862285022881231	-0.405704878111333
RGD1305455	0.397481496493088	-0.00594405109281676	0.053	0.054	1	Nos1+	0.862285022881231	-0.0631831593355979
LOC108348151	0.397486590386475	-0.00526723856675242	0.01	0.014	1	Nos1+	0.862285022881231	-0.0378585450284002
Lnpk	0.397556161222119	-0.0158705852559738	0.346	0.352	1	Nos1+	0.862285022881231	-0.43460898171359
Bag4	0.397614029369873	-0.0207826209241448	0.105	0.119	1	Nos1+	0.862285022881231	-0.618404942883203
AABR07002774.2	0.397628119245021	-0.00826761598360048	0.029	0.036	1	Nos1+	0.862285022881231	-0.150125085512729
Wasl	0.397665473802029	-0.013953382261683	0.352	0.358	1	Nos1+	0.862285022881231	-0.36287209075894
Txndc9	0.397709010684853	0.0287385550954723	0.321	0.312	1	Nos1+	0.862285022881231	1.23455231550009
Dctn5	0.397802064998818	0.0166761001660926	0.151	0.146	1	Nos1+	0.862285022881231	0.783205735878047
Ubl7	0.397818531841579	0.0196911124630565	0.158	0.144	1	Nos1+	0.862285022881231	0.896019876591528
Smurf1	0.39789281099531	0.0116725839859287	0.303	0.298	1	Nos1+	0.862285022881231	0.59598680513617
Atp5mg	0.397896008053026	0.0502175743156774	0.447	0.411	1	Nos1+	0.862285022881231	2.0382429336564
Mt-nd3	0.397916115480011	-0.0458193329079205	0.062	0.085	1	Nos1+	0.862285022881231	-1.55521543336937
Coro2b	0.398004063858878	-0.0208392907026673	0.264	0.276	1	Nos1+	0.862351670479115	-0.620525382781533
Mrps9	0.398143957998588	0.00219949537302055	0.142	0.141	1	Nos1+	0.862443758342004	0.241527769315962
Reep3	0.398160963113058	-0.0256895204205838	0.084	0.102	1	Nos1+	0.862443758342004	-0.802008721486567
Dhfr	0.398319732028683	-0.0156024311904587	0.028	0.04	1	Nos1+	0.862663734491307	-0.424575334252061
Atp13a5	0.398438398574741	-0.00226075685246088	0.003	0.005	1	Nos1+	0.862711752315426	0.0746364028396864
Caly	0.398486495044273	0.0375826982201297	0.933	0.912	1	Nos1+	0.862711752315426	1.5654778006001
AABR07011682.1	0.398551786192457	0.00746799263982972	0.021	0.016	1	Nos1+	0.862711752315426	0.438661622668706
Plekhg5	0.398570769772467	0.0034161617456316	0.052	0.051	1	Nos1+	0.862711752315426	0.287052350260232
RGD1305733	0.398655690753392	0.0176464820726872	0.618	0.613	1	Nos1+	0.862771710231038	0.819514974505902
Rassf5	0.399055819079629	-0.0186417244476803	0.101	0.117	1	Nos1+	0.863283406101605	-0.538298007136349
S1pr5	0.399060745794694	0.00543089257926723	0.009	0.006	1	Nos1+	0.863283406101605	0.362438486494051
Mvb12a	0.399144962180151	0.0113701925492509	0.072	0.061	1	Nos1+	0.863283406101605	0.58467208176928
Tenm2	0.399197667322458	-0.0127838597421868	0.491	0.504	1	Nos1+	0.863283406101605	-0.319111513657848
Tmem204	0.39923087954506	-0.00452397686758349	0.031	0.032	1	Nos1+	0.863283406101605	-0.0100475705917713
Mrm2	0.399235653982391	0.000383746521983183	0.042	0.042	1	Nos1+	0.863283406101605	0.173587036010315
Ptprk	0.399323807255101	0.0322630769451437	0.719	0.686	1	Nos1+	0.863350210179583	1.36643101606028
AABR07066693.1	0.399503704523391	-0.00146432727217596	0.002	0.003	1	Nos1+	0.863394654614651	0.104436785023573
Dock11	0.399520923671729	0.0198564927625313	0.062	0.055	1	Nos1+	0.863394654614651	0.902207989454277
Rab3a	0.399535995941735	-0.0819997738769689	0.703	0.766	1	Nos1+	0.863394654614651	-2.90899610042278
Pdxk	0.399675910536496	-0.00470359241777801	0.02	0.023	1	Nos1+	0.863394654614651	-0.0167683305615992
Ss18l1	0.399697467733358	0.00547513006615111	0.026	0.021	1	Nos1+	0.863394654614651	0.364093741457739
Psmb1	0.399726187421872	0.0280143761695965	0.412	0.386	1	Nos1+	0.863394654614651	1.20745537021474
Ppp3cb	0.399768306151573	0.0223753876820807	0.304	0.292	1	Nos1+	0.863394654614651	0.996458671676261
Sh3bgrl3	0.399936713211399	-0.00795284275229496	0.221	0.218	1	Nos1+	0.863394654614651	-0.138347066681729
Kcnj6	0.399966954324316	-0.0252360600635161	0.209	0.223	1	Nos1+	0.863394654614651	-0.785041380895042
Hps1	0.400012026834505	-0.00894420125104899	0.041	0.047	1	Nos1+	0.863394654614651	-0.175441196376843
Mios	0.400018335768741	-0.0192580210425352	0.09	0.105	1	Nos1+	0.863394654614651	-0.56135826823154
Myo10	0.400097876905892	-0.0053695360409878	0.087	0.091	1	Nos1+	0.863394654614651	-0.0416862579915099
C1r	0.400157065267208	0.00183199394888988	0.021	0.019	1	Nos1+	0.863394654614651	0.227776794762382
Uxt	0.400191389869131	0.00525050883902936	0.114	0.104	1	Nos1+	0.863394654614651	0.355688982794145
Flot1	0.400404205652731	-0.0104648451624766	0.174	0.184	1	Nos1+	0.863394654614651	-0.232339848621692
AABR07037173.1	0.400412213575588	0.0042214954506846	0.013	0.01	1	Nos1+	0.863394654614651	0.317185902290732
Cpsf2	0.400491733088209	-0.0239698374880559	0.126	0.142	1	Nos1+	0.863394654614651	-0.737662532076946
Rplp0l1	0.400505362988931	0.00893312477000755	0.019	0.013	1	Nos1+	0.863394654614651	0.493483164346717
Ormdl1	0.400537183945023	0.00589117302234573	0.042	0.039	1	Nos1+	0.863394654614651	0.379661017468605
Ssr1	0.400582168202884	0.0288986514292078	0.309	0.291	1	Nos1+	0.863394654614651	1.24054271571834
LOC108348175	0.400605207498996	0.0357195541456641	0.195	0.179	1	Nos1+	0.863394654614651	1.4957636578094
Gstt1	0.400652390221371	-0.00618703141964176	0.011	0.016	1	Nos1+	0.863394654614651	-0.0722748691135801
Gpatch3	0.400701621178016	0.00717922560430516	0.025	0.019	1	Nos1+	0.863394654614651	0.427856689961835
Nbas	0.400770521154403	-0.0139932720795	0.377	0.38	1	Nos1+	0.863394654614651	-0.36436466693343
Txlna	0.400878137486633	-0.0163346258357692	0.091	0.104	1	Nos1+	0.863394654614651	-0.451972207501598
Specc1	0.400902329506744	-0.0313169996171478	0.701	0.731	1	Nos1+	0.863394654614651	-1.01257477144353
Isg20	0.400951877160875	-0.00239539864420741	0.002	0.004	1	Nos1+	0.863394654614651	0.0695984472547941
Insyn1	0.400997688743797	-0.00898878322725458	0.167	0.172	1	Nos1+	0.863394654614651	-0.177109341260367
Qtrt1	0.401004958632869	-0.00572943616531349	0.067	0.071	1	Nos1+	0.863394654614651	-0.0551528111161401
Alox15	0.401111786640101	-0.00357841036924989	0.006	0.008	1	Nos1+	0.863472842045622	0.0253331381716323
Pdcd4	0.40119053889504	-0.0106860880738757	0.463	0.451	1	Nos1+	0.863472842045622	-0.240618199248511
RGD1561795	0.40121307410609	-0.00238308861527876	0.007	0.009	1	Nos1+	0.863472842045622	0.070059057427808
Scrt2	0.401333180091691	-0.021024855875656	0.049	0.064	1	Nos1+	0.863535857542044	-0.627468762600631
Lyrm1	0.401447609753338	-0.0183754693312904	0.098	0.112	1	Nos1+	0.863535857542044	-0.528335413552123
Slfn5	0.401488943516731	0.00346193715389249	0.003	0.001	1	Nos1+	0.863535857542044	0.288765150355264
Adcy5	0.401534232364776	-0.0513300046963491	0.323	0.361	1	Nos1+	0.863535857542044	-1.76141084530571
Rictor	0.401583297357595	-0.0203667207661459	0.141	0.153	1	Nos1+	0.863535857542044	-0.602843010019946
Plekha8	0.401648018093708	-0.00830681912054078	0.081	0.092	1	Nos1+	0.863535857542044	-0.15159196782417
Dph2	0.401686660049081	-0.00092927220017352	0.005	0.006	1	Nos1+	0.863535857542044	0.124457193644503
Nsun3	0.401700524260505	0.00797035016343366	0.022	0.018	1	Nos1+	0.863535857542044	0.457458571660722
Pdxp	0.401869697442471	0.0364256296962761	0.296	0.278	1	Nos1+	0.8636495669731	1.52218322054263
Faah	0.401870504152901	-0.00407593579185507	0.078	0.078	1	Nos1+	0.8636495669731	0.00671699418746502
Vmo1	0.40196845335768	0.000132704322485922	0.006	0.006	1	Nos1+	0.8636495669731	0.164193671330633
Psmb4	0.401982534886405	0.0205258630871716	0.077	0.062	1	Nos1+	0.8636495669731	0.927254135391871
Cep44	0.402088024472176	-0.0120607209750498	0.097	0.102	1	Nos1+	0.863742502379382	-0.292053488483848
St8sia5	0.40220921000316	-0.0172274929897762	0.095	0.106	1	Nos1+	0.863742502379382	-0.485381039980332
Zmat2	0.402214039981795	0.00353141210456606	0.153	0.158	1	Nos1+	0.863742502379382	0.291364727434682
Ckap4	0.402254931138614	-0.0236125572219504	0.11	0.129	1	Nos1+	0.863742502379382	-0.724294007426097
Eps8l1	0.402399948370539	-0.000399214605938527	0.003	0.003	1	Nos1+	0.86385994162796	0.144290609276834
Sertad2	0.402424209443878	0.00702042767777236	0.058	0.056	1	Nos1+	0.86385994162796	0.421914872859822
Man1b1	0.40249174050913	-0.00953008869209004	0.171	0.185	1	Nos1+	0.863881916497746	-0.197363623785324
Lyz2	0.402674879850072	-0.00317424779514383	0.008	0.01	1	Nos1+	0.864130376833452	0.0404558803084515
AABR07065593.2	0.402722122165318	0.00252905962970421	0.004	0.002	1	Nos1+	0.864130376833452	0.253859230937224
Lyrm7	0.403210277507278	0.00102500540076449	0.04	0.041	1	Nos1+	0.864838301148449	0.197581322686178
Ficd	0.403266400966511	0.0140962478368722	0.053	0.043	1	Nos1+	0.864838301148449	0.686674181435714
Dll1	0.403294039304946	0.00565892508983208	0.016	0.012	1	Nos1+	0.864838301148449	0.370970886763203
LOC100912578	0.403330313482974	-0.00776165982881186	0.093	0.097	1	Nos1+	0.864838301148449	-0.131193484836124
Arsg	0.403338833643447	0.0139491744193372	0.037	0.028	1	Nos1+	0.864838301148449	0.681171065830609
Myt1	0.403665735209585	0.000253482393850452	0.052	0.049	1	Nos1+	0.865275415118211	0.168712881534765
Nmt1	0.403728135153326	0.0531073378646578	0.473	0.437	1	Nos1+	0.865275415118211	2.14637058274481
Chka	0.40387787465348	-0.0211384457594999	0.385	0.39	1	Nos1+	0.865275415118211	-0.631719008993489
RGD1560034	0.403880432749572	-0.0382322495474905	0.123	0.14	1	Nos1+	0.865275415118211	-1.27132594784708
Surf4	0.403900119172448	-0.00500068105836646	0.11	0.112	1	Nos1+	0.865275415118211	-0.0278846366998768
Hsd17b2	0.403919930261207	-0.00253022687063554	0.001	0.003	1	Nos1+	0.865275415118211	0.0645535157552678
Ccser2	0.40406301825724	0.0105385092702373	0.264	0.25	1	Nos1+	0.865275415118211	0.553552595270942
Trip10	0.404188161032228	0.000532458039219638	0.003	0.003	1	Nos1+	0.865275415118211	0.179151445166497
Tcfl5	0.404198941980462	-0.00570314571778695	0.004	0.008	1	Nos1+	0.865275415118211	-0.0541690890100425
Hepacam2	0.404204935944909	0.00146473273459427	0.003	0.002	1	Nos1+	0.865275415118211	0.214034808253779
Asf1a	0.404237140128071	0.0129825836669542	0.1	0.089	1	Nos1+	0.865275415118211	0.645003682612473
Vsx2	0.404258097809957	-0.00292070504646001	0.004	0.006	1	Nos1+	0.865275415118211	0.0499428092193891
Mcmbp	0.404288718630309	-0.0188590272513159	0.124	0.135	1	Nos1+	0.865275415118211	-0.546428928887967
Ddx1	0.404651225453569	-0.000969748669227277	0.309	0.308	1	Nos1+	0.865779625943153	0.122942666463299
Asph	0.404679356402763	0.0205761709391697	0.413	0.391	1	Nos1+	0.865779625943153	0.929136528077308
Arfgap1	0.40470442345152	-0.016375828953845	0.118	0.133	1	Nos1+	0.865779625943153	-0.453513924052843
Armc9	0.404753984830434	-0.0225762471711533	0.514	0.534	1	Nos1+	0.865779625943153	-0.6855179042536
Bmpr1b	0.404895175189121	-0.00319062800349775	0.003	0.005	1	Nos1+	0.865920705948662	0.0398429743073661
Agfg2	0.405058665462012	0.0128812912967321	0.148	0.139	1	Nos1+	0.865920705948662	0.641213578101475
Thumpd2	0.405128009230328	-0.0139368285465899	0.082	0.09	1	Nos1+	0.865920705948662	-0.362252692574155
Rab6b	0.405151112971367	-0.0644487077268419	0.596	0.617	1	Nos1+	0.865920705948662	-2.2522795595563
Cep89	0.405205625977638	-0.0157648188071371	0.144	0.157	1	Nos1+	0.865920705948662	-0.430651468487577
Fam53c	0.405317158038896	-0.0238225094369465	0.081	0.092	1	Nos1+	0.865920705948662	-0.732149888726988
Nme7	0.405330373622739	-0.0200908716758553	0.245	0.262	1	Nos1+	0.865920705948662	-0.592521434177928
Polrmt	0.405388035608358	-0.00734197534116808	0.016	0.021	1	Nos1+	0.865920705948662	-0.115489951921188
Dnajb14	0.405426335161535	0.0497368521425234	0.61	0.589	1	Nos1+	0.865920705948662	2.02025552480208
Mlst8	0.405434683809524	-0.0169723390511831	0.053	0.066	1	Nos1+	0.865920705948662	-0.475833824414735
Ankrd40	0.405451663615702	-0.0153614756869726	0.093	0.103	1	Nos1+	0.865920705948662	-0.415559388246354
Sec23ip	0.405647670900646	0.0098864570637176	0.178	0.173	1	Nos1+	0.866052431083128	0.529154449547648
Chfr	0.405663908687928	-0.0151180407694949	0.212	0.22	1	Nos1+	0.866052431083128	-0.406450668834974
RGD1563986	0.405693040592315	-0.00255933194827428	0.041	0.042	1	Nos1+	0.866052431083128	0.0634644773034114
Alg6	0.405860368170758	0.0143301299109179	0.106	0.091	1	Nos1+	0.866052431083128	0.695425457587497
Psmb9	0.405957365442547	-0.00131668809074539	0.013	0.014	1	Nos1+	0.866052431083128	0.109961070083871
Thrsp	0.406013852926376	0.000397564428425545	0.007	0.007	1	Nos1+	0.866052431083128	0.174104067149234
Nkapd1	0.406014573135494	-0.0132879156315075	0.09	0.103	1	Nos1+	0.866052431083128	-0.337972011202931
Cfap45	0.40602508593574	0.0103197510186461	0.036	0.03	1	Nos1+	0.866052431083128	0.545367214334985
Nt5c	0.406072850123309	-0.00966309735071948	0.032	0.039	1	Nos1+	0.866052431083128	-0.202340471656174
mrpl11	0.406087723024122	-0.00046114593356969	0.142	0.138	1	Nos1+	0.866052431083128	0.14197329550767
Elavl1	0.40616671216518	-0.0100396719765659	0.343	0.367	1	Nos1+	0.866098385804919	-0.216430942488464
Dmd	0.406364503431706	0.0204641025597156	0.795	0.8	1	Nos1+	0.866308655380593	0.924943212533621
Camkk2	0.40638023076714	-0.0243378078891097	0.138	0.159	1	Nos1+	0.866308655380593	-0.751431054561807
Colec10	0.406614161164438	-0.00380953157257452	0.015	0.017	1	Nos1+	0.866585662338554	0.0166851668250511
Tsta3	0.40662512011177	0.0135211396536185	0.039	0.032	1	Nos1+	0.866585662338554	0.665155086612655
Ppp2r2b	0.406787422983978	-0.0358034980386472	0.863	0.881	1	Nos1+	0.86663051378387	-1.18044820424628
Tmem69	0.406809162625083	-0.0110221803797828	0.05	0.052	1	Nos1+	0.86663051378387	-0.253193923974246
Zfp503	0.406818595076418	0.00547513006615111	0.025	0.021	1	Nos1+	0.86663051378387	0.364093741457739
Ptprs	0.406998343195198	-0.0619677978625375	0.42	0.448	1	Nos1+	0.866833161949088	-2.15945018210701
Ezr	0.407052993743984	0.0013188546863143	0.011	0.012	1	Nos1+	0.866833161949088	0.2085764203453
Alox12	0.407086193113244	-0.00529429966951315	0.007	0.01	1	Nos1+	0.866833161949088	-0.0388711031057869
Gnao1	0.407194743147073	-0.0307181260871459	0.601	0.618	1	Nos1+	0.866930574773947	-0.990166437404147
Fam149b1	0.407266908556341	0.0124180513456262	0.227	0.232	1	Nos1+	0.866930574773947	0.623880309815706
Cdk16	0.407304429745234	-0.00886975389334038	0.155	0.158	1	Nos1+	0.866930574773947	-0.172655564392276
LOC691162	0.407408237652148	0.00607229113862611	0.013	0.009	1	Nos1+	0.867029133001988	0.386437999664131
Rdh16	0.407514481861249	-0.0045013922349408	0.036	0.038	1	Nos1+	0.867111600936459	-0.00920251071341513
Axin2	0.407562005294912	-0.0128511851328677	0.042	0.052	1	Nos1+	0.867111600936459	-0.321630659634636
Rev3l	0.407642087404166	-0.0106535148603544	0.586	0.606	1	Nos1+	0.867159621032734	-0.239399391916487
Spink8	0.40770497174918	-0.00173296722445551	0.001	0.002	1	Nos1+	0.867171048671764	0.0943849569072344
Trmt1l	0.407913425294761	-0.0278845993768624	0.134	0.15	1	Nos1+	0.86728641228375	-0.884143028699902
Ropn1l	0.407914886787042	-0.00303989723030337	0.009	0.011	1	Nos1+	0.86728641228375	0.0454829389184976
Rhou	0.407956922745543	0.00239761025878255	0.003	0.001	1	Nos1+	0.86728641228375	0.248940727671819
Gckr	0.408142057287893	-0.00265152627640482	0.006	0.008	1	Nos1+	0.86728641228375	0.0600147985352097
Ksr1	0.408227448938033	0.0162611358326361	0.072	0.067	1	Nos1+	0.86728641228375	0.767678819204182
Hbs1l	0.408228976343673	-0.0132710719277711	0.276	0.285	1	Nos1+	0.86728641228375	-0.337341762375964
Pigy	0.408317672832951	0.0032471205264959	0.029	0.027	1	Nos1+	0.86728641228375	0.280727255035527
Sh2d3c	0.408360188970688	-0.0220426786690174	0.103	0.122	1	Nos1+	0.86728641228375	-0.665553119320266
